Emotions,Path
Neutral,Datasets\JL\female2_neutral_7b_1.wav
Sadness,Datasets\RAVDESS-SONG\Actor_24\03-02-04-01-02-01-24.wav
Disgust,Datasets\CREMA-D\1015_MTI_DIS_XX.wav
Neutral,Datasets\CREMA-D\1030_IOM_NEU_XX.wav
Anger,Datasets\ESD\0019\Angry\0019_000458.wav
Sadness,Datasets\ESD\0012\Sad\0012_001152.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000247.wav
Happiness,Datasets\CREMA-D\1057_IOM_HAP_XX.wav
Neutral,Datasets\CREMA-D\1044_ITH_NEU_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_001035.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000031.wav
Sadness,Datasets\ESD\0012\Sad\0012_001235.wav
Disgust,Datasets\CREMA-D\1081_IEO_DIS_LO.wav
Anger,Datasets\ESD\0019\Angry\0019_000557.wav
Happiness,Datasets\ESD\0014\Happy\0014_001001.wav
Fear,Datasets\CREMA-D\1018_IOM_FEA_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000341.wav
Happiness,Datasets\ESD\0013\Happy\0013_000731.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-50-55-02-02-02.wav
Happiness,Datasets\CREMA-D\1018_IEO_HAP_LO.wav
Neutral,Datasets\RAVDESS-SONG\Actor_24\03-02-02-02-01-01-24.wav
Sadness,Datasets\ESD\0012\Sad\0012_001267.wav
Anger,Datasets\CREMA-D\1057_TSI_ANG_XX.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000159.wav
Sadness,Datasets\ESD\0015\Sad\0015_001396.wav
Fear,Datasets\RAVDESS-SONG\Actor_24\03-02-06-01-02-01-24.wav
Anger,Datasets\ESD\0014\Angry\0014_000506.wav
Disgust,Datasets\CREMA-D\1030_WSI_DIS_XX.wav
Surprise,Datasets\RAVDESS\Actor_10\03-01-08-02-01-01-10.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001677.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000029.wav
Neutral,Datasets\RAVDESS-SONG\Actor_21\03-02-02-01-01-02-21.wav
Disgust,Datasets\CREMA-D\1023_IWW_DIS_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001582.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000052.wav
Anger,Datasets\ESD\0014\Angry\0014_000529.wav
Neutral,Datasets\RAVDESS\Actor_08\03-01-01-01-02-02-08.wav
Sadness,Datasets\CREMA-D\1084_MTI_SAD_XX.wav
Happiness,Datasets\ESD\0015\Happy\0015_001005.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001431.wav
Sadness,Datasets\ESD\0013\Sad\0013_001132.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000006.wav
Fear,Datasets\CREMA-D\1026_ITH_FEA_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000642.wav
Sadness,Datasets\ESD\0017\Sad\0017_001331.wav
Happiness,Datasets\ESD\0019\Happy\0019_000794.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001479.wav
Anger,Datasets\ESD\0019\Angry\0019_000647.wav
Disgust,Datasets\CREMA-D\1010_TAI_DIS_XX.wav
Anger,Datasets\ESD\0020\Angry\0020_000446.wav
Sadness,Datasets\ESD\0018\Sad\0018_001396.wav
Fear,Datasets\RAVDESS-SONG\Actor_20\03-02-06-01-01-01-20.wav
Anger,Datasets\TESS\YAF_angry\YAF_read_angry.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000342.wav
Anger,Datasets\CREMA-D\1055_IEO_ANG_HI.wav
Sadness,Datasets\RAVDESS\Actor_21\03-01-04-01-01-02-21.wav
Fear,Datasets\SAVEE\DC\f15.wav
Sadness,Datasets\ESD\0018\Sad\0018_001236.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001688.wav
Anger,Datasets\CREMA-D\1009_IEO_ANG_LO.wav
Sadness,Datasets\ESD\0016\Sad\0016_001218.wav
Happiness,Datasets\CREMA-D\1061_MTI_HAP_XX.wav
Fear,Datasets\CREMA-D\1013_WSI_FEA_XX.wav
Neutral,Datasets\CREMA-D\1028_IWW_NEU_XX.wav
Neutral,Datasets\CREMA-D\1057_ITH_NEU_XX.wav
Fear,Datasets\TESS\YAF_fear\YAF_tool_fear.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001423.wav
Fear,Datasets\CREMA-D\1043_TAI_FEA_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000128.wav
Happiness,Datasets\JL\female1_happy_1b_1.wav
Anger,Datasets\TESS\YAF_angry\YAF_sheep_angry.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000254.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001434.wav
Fear,Datasets\TESS\YAF_fear\YAF_luck_fear.wav
Happiness,Datasets\CREMA-D\1024_IWW_HAP_XX.wav
Disgust,Datasets\CREMA-D\1091_TIE_DIS_XX.wav
Happiness,Datasets\SAVEE\KL\h14.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_gun_ps.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001658.wav
Neutral,Datasets\CREMA-D\1015_MTI_NEU_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_001039.wav
Anger,Datasets\ESD\0017\Angry\0017_000393.wav
Anger,Datasets\ESD\0012\Angry\0012_000595.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000275.wav
Sadness,Datasets\ESD\0014\Sad\0014_001118.wav
Happiness,Datasets\ESD\0019\Happy\0019_000706.wav
Happiness,Datasets\RAVDESS\Actor_16\03-01-03-01-02-02-16.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_hurl_ps.wav
Happiness,Datasets\ESD\0014\Happy\0014_000747.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000146.wav
Anger,Datasets\CREMA-D\1022_IEO_ANG_LO.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_book_disgust.wav
Sadness,Datasets\CREMA-D\1035_ITH_SAD_XX.wav
Anger,Datasets\ESD\0015\Angry\0015_000396.wav
Sadness,Datasets\JL\female2_sad_1a_2.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001724.wav
Disgust,Datasets\CREMA-D\1090_ITS_DIS_XX.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-23-28-02-02-02.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001679.wav
Sadness,Datasets\ESD\0012\Sad\0012_001280.wav
Sadness,Datasets\CREMA-D\1070_IEO_SAD_LO.wav
Happiness,Datasets\ESD\0011\Happy\0011_000793.wav
Fear,Datasets\TESS\OAF_Fear\OAF_hate_fear.wav
Sadness,Datasets\ESD\0018\Sad\0018_001267.wav
Happiness,Datasets\ESD\0015\Happy\0015_000928.wav
Anger,Datasets\CREMA-D\1085_WSI_ANG_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_000967.wav
Anger,Datasets\ESD\0017\Angry\0017_000379.wav
Sadness,Datasets\ESD\0013\Sad\0013_001164.wav
Anger,Datasets\ESD\0019\Angry\0019_000554.wav
Fear,Datasets\RAVDESS\Actor_10\03-01-06-02-01-01-10.wav
Anger,Datasets\ESD\0018\Angry\0018_000606.wav
Happiness,Datasets\ESD\0011\Happy\0011_000928.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000140.wav
Fear,Datasets\CREMA-D\1015_DFA_FEA_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000006.wav
Anger,Datasets\CREMA-D\1074_TIE_ANG_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_door_ps.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001406.wav
Sadness,Datasets\ESD\0016\Sad\0016_001296.wav
Fear,Datasets\SAVEE\JK\f01.wav
Disgust,Datasets\CREMA-D\1042_TSI_DIS_XX.wav
Neutral,Datasets\CREMA-D\1013_TIE_NEU_XX.wav
Sadness,Datasets\SAVEE\JK\sa11.wav
Happiness,Datasets\TESS\OAF_happy\OAF_mood_happy.wav
Disgust,Datasets\RAVDESS\Actor_07\03-01-07-01-02-02-07.wav
Happiness,Datasets\ESD\0016\Happy\0016_000996.wav
Sadness,Datasets\CREMA-D\1042_ITH_SAD_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_size_fear.wav
Anger,Datasets\ESD\0016\Angry\0016_000600.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000226.wav
Disgust,Datasets\CREMA-D\1015_TSI_DIS_XX.wav
Happiness,Datasets\ESD\0014\Happy\0014_000886.wav
Sadness,Datasets\ESD\0015\Sad\0015_001189.wav
Neutral,Datasets\RAVDESS\Actor_06\03-01-01-01-02-01-06.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000274.wav
Happiness,Datasets\ESD\0011\Happy\0011_000998.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001452.wav
Sadness,Datasets\ESD\0011\Sad\0011_001090.wav
Anger,Datasets\ESD\0011\Angry\0011_000527.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000071.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001735.wav
Anger,Datasets\ESD\0018\Angry\0018_000424.wav
Anger,Datasets\ESD\0020\Angry\0020_000617.wav
Sadness,Datasets\CREMA-D\1062_MTI_SAD_XX.wav
Happiness,Datasets\JL\male2_happy_8a_2.wav
Fear,Datasets\CREMA-D\1058_WSI_FEA_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_talk_neutral.wav
Neutral,Datasets\CREMA-D\1042_ITH_NEU_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000701.wav
Anger,Datasets\ESD\0020\Angry\0020_000393.wav
Neutral,Datasets\CREMA-D\1076_IOM_NEU_XX.wav
Neutral,Datasets\CREMA-D\1068_DFA_NEU_XX.wav
Sadness,Datasets\CREMA-D\1001_TAI_SAD_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_fit_happy.wav
Anger,Datasets\ESD\0011\Angry\0011_000544.wav
Disgust,Datasets\CREMA-D\1030_IEO_DIS_MD.wav
Sadness,Datasets\ESD\0018\Sad\0018_001333.wav
Sadness,Datasets\ESD\0015\Sad\0015_001296.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000027.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-01-60-02-02-02-13.wav
Happiness,Datasets\ESD\0015\Happy\0015_000716.wav
Neutral,Datasets\CREMA-D\1091_ITS_NEU_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_001010.wav
Surprise,Datasets\ASVP\ASVP4\03-01-08-01-18-104-02-02-02-66.wav
Happiness,Datasets\ESD\0011\Happy\0011_000850.wav
Neutral,Datasets\RAVDESS-SONG\Actor_20\03-02-02-02-02-01-20.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000051.wav
Neutral,Datasets\RAVDESS-SONG\Actor_13\03-02-02-01-01-01-13.wav
Sadness,Datasets\ESD\0013\Sad\0013_001103.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000282.wav
Fear,Datasets\TESS\YAF_fear\YAF_hole_fear.wav
Sadness,Datasets\CREMA-D\1042_IWL_SAD_XX.wav
Anger,Datasets\CREMA-D\1010_TSI_ANG_XX.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001600.wav
Anger,Datasets\ESD\0016\Angry\0016_000562.wav
Anger,Datasets\ESD\0019\Angry\0019_000610.wav
Happiness,Datasets\ESD\0020\Happy\0020_000807.wav
Anger,Datasets\ESD\0016\Angry\0016_000414.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000127.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001512.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001545.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001588.wav
Sadness,Datasets\ESD\0019\Sad\0019_001245.wav
Anger,Datasets\ESD\0014\Angry\0014_000440.wav
Neutral,Datasets\CREMA-D\1025_IWW_NEU_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001290.wav
Anger,Datasets\CREMA-D\1033_IEO_ANG_MD.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001499.wav
Anger,Datasets\ESD\0015\Angry\0015_000513.wav
Sadness,Datasets\RAVDESS\Actor_16\03-01-04-01-02-01-16.wav
Anger,Datasets\ESD\0012\Angry\0012_000362.wav
Anger,Datasets\ESD\0014\Angry\0014_000508.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000096.wav
Anger,Datasets\CREMA-D\1073_IEO_ANG_LO.wav
Happiness,Datasets\ESD\0011\Happy\0011_001026.wav
Anger,Datasets\ESD\0017\Angry\0017_000547.wav
Fear,Datasets\CREMA-D\1020_ITH_FEA_XX.wav
Happiness,Datasets\CREMA-D\1033_ITS_HAP_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001298.wav
Disgust,Datasets\CREMA-D\1016_IWL_DIS_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000336.wav
Happiness,Datasets\ESD\0011\Happy\0011_000863.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001480.wav
Happiness,Datasets\CREMA-D\1084_MTI_HAP_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000038.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_met_disgust.wav
Disgust,Datasets\SAVEE\KL\d01.wav
Anger,Datasets\ESD\0015\Angry\0015_000374.wav
Anger,Datasets\CREMA-D\1065_IWL_ANG_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001605.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000206.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000310.wav
Anger,Datasets\ESD\0013\Angry\0013_000355.wav
Anger,Datasets\ESD\0016\Angry\0016_000621.wav
Fear,Datasets\CREMA-D\1069_TSI_FEA_XX.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001540.wav
Sadness,Datasets\ESD\0012\Sad\0012_001103.wav
Happiness,Datasets\CREMA-D\1076_MTI_HAP_XX.wav
Anger,Datasets\RAVDESS-SONG\Actor_07\03-02-05-02-02-01-07.wav
Happiness,Datasets\ESD\0019\Happy\0019_000964.wav
Anger,Datasets\ESD\0020\Angry\0020_000596.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-19-62-02-02-02-03.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001537.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000056.wav
Happiness,Datasets\TESS\OAF_happy\OAF_seize_happy.wav
Fear,Datasets\CREMA-D\1074_IWL_FEA_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000636.wav
Anger,Datasets\ESD\0014\Angry\0014_000375.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000209.wav
Fear,Datasets\CREMA-D\1002_TAI_FEA_XX.wav
Neutral,Datasets\RAVDESS\Actor_03\03-01-01-01-02-02-03.wav
Anger,Datasets\ESD\0014\Angry\0014_000356.wav
Happiness,Datasets\ESD\0018\Happy\0018_001035.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001574.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001612.wav
Sadness,Datasets\CREMA-D\1060_IEO_SAD_MD.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_sour_ps.wav
Happiness,Datasets\ESD\0016\Happy\0016_000927.wav
Sadness,Datasets\CREMA-D\1019_IWL_SAD_XX.wav
Fear,Datasets\RAVDESS\Actor_22\03-01-06-02-01-02-22.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001506.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000279.wav
Fear,Datasets\TESS\OAF_Fear\OAF_chief_fear.wav
Happiness,Datasets\RAVDESS\Actor_20\03-01-03-02-01-02-20.wav
Anger,Datasets\ESD\0019\Angry\0019_000361.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000125.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000083.wav
Happiness,Datasets\ESD\0016\Happy\0016_000791.wav
Disgust,Datasets\CREMA-D\1004_IWW_DIS_XX.wav
Sadness,Datasets\CREMA-D\1001_ITH_SAD_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000826.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001637.wav
Sadness,Datasets\CREMA-D\1036_IEO_SAD_MD.wav
Anger,Datasets\CREMA-D\1031_TIE_ANG_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000691.wav
Disgust,Datasets\CREMA-D\1064_IEO_DIS_MD.wav
Fear,Datasets\CREMA-D\1060_MTI_FEA_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001710.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000153.wav
Anger,Datasets\ESD\0016\Angry\0016_000495.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001543.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000236.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001728.wav
Sadness,Datasets\ESD\0015\Sad\0015_001118.wav
Happiness,Datasets\ESD\0017\Happy\0017_000849.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000219.wav
Happiness,Datasets\CREMA-D\1010_ITS_HAP_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000669.wav
Fear,Datasets\TESS\YAF_fear\YAF_wag_fear.wav
Anger,Datasets\TESS\OAF_angry\OAF_bought_angry.wav
Fear,Datasets\CREMA-D\1037_IEO_FEA_MD.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001582.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000248.wav
Anger,Datasets\ESD\0014\Angry\0014_000472.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001600.wav
Surprise,Datasets\RAVDESS\Actor_15\03-01-08-01-01-01-15.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000188.wav
Neutral,Datasets\RAVDESS-SONG\Actor_12\03-02-02-01-01-02-12.wav
Happiness,Datasets\ESD\0012\Happy\0012_000741.wav
Fear,Datasets\CREMA-D\1087_ITS_FEA_XX.wav
Neutral,Datasets\CREMA-D\1032_IOM_NEU_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001088.wav
Sadness,Datasets\ESD\0018\Sad\0018_001273.wav
Disgust,Datasets\CREMA-D\1088_IEO_DIS_LO.wav
Sadness,Datasets\CREMA-D\1054_ITH_SAD_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-11-28-02-02-02-05.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000045.wav
Surprise,Datasets\RAVDESS\Actor_17\03-01-08-01-02-01-17.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001472.wav
Anger,Datasets\CREMA-D\1091_DFA_ANG_XX.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001470.wav
Happiness,Datasets\ESD\0012\Happy\0012_000936.wav
Neutral,Datasets\RAVDESS-SONG\Actor_21\03-02-01-01-01-01-21.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001530.wav
Sadness,Datasets\ESD\0014\Sad\0014_001336.wav
Fear,Datasets\RAVDESS-SONG\Actor_01\03-02-06-01-02-01-01.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000137.wav
Neutral,Datasets\RAVDESS-SONG\Actor_22\03-02-02-02-01-01-22.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000119.wav
Happiness,Datasets\RAVDESS\Actor_10\03-01-03-02-02-02-10.wav
Happiness,Datasets\CREMA-D\1034_MTI_HAP_XX.wav
Anger,Datasets\JL\male2_angry_13a_2.wav
Neutral,Datasets\JL\male2_neutral_1a_2.wav
Disgust,Datasets\CREMA-D\1075_IOM_DIS_XX.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_take_ps.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001485.wav
Happiness,Datasets\RAVDESS-SONG\Actor_23\03-02-03-01-01-02-23.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001477.wav
Disgust,Datasets\CREMA-D\1089_WSI_DIS_XX.wav
Anger,Datasets\ESD\0013\Angry\0013_000644.wav
Anger,Datasets\ESD\0016\Angry\0016_000700.wav
Anger,Datasets\JL\female2_angry_15b_2.wav
Anger,Datasets\ESD\0020\Angry\0020_000537.wav
Happiness,Datasets\TESS\YAF_happy\YAF_sour_happy.wav
Disgust,Datasets\CREMA-D\1034_TAI_DIS_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_vine_ps.wav
Anger,Datasets\CREMA-D\1075_IWW_ANG_XX.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000103.wav
Neutral,Datasets\CREMA-D\1060_TIE_NEU_XX.wav
Happiness,Datasets\ESD\0016\Happy\0016_000843.wav
Sadness,Datasets\CREMA-D\1040_TIE_SAD_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000133.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000184.wav
Happiness,Datasets\CREMA-D\1027_MTI_HAP_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000660.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_laud_ps.wav
Sadness,Datasets\CREMA-D\1016_WSI_SAD_XX.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000250.wav
Sadness,Datasets\ESD\0013\Sad\0013_001144.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000322.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000205.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000022.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000265.wav
Happiness,Datasets\JL\male1_happy_12b_1.wav
Sadness,Datasets\TESS\YAF_sad\YAF_sheep_sad.wav
Happiness,Datasets\JL\female1_happy_13a_2.wav
Disgust,Datasets\CREMA-D\1057_TAI_DIS_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001190.wav
Happiness,Datasets\ESD\0016\Happy\0016_001005.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000301.wav
Happiness,Datasets\ESD\0015\Happy\0015_001038.wav
Anger,Datasets\TESS\YAF_angry\YAF_love_angry.wav
Fear,Datasets\RAVDESS-SONG\Actor_01\03-02-06-02-01-02-01.wav
Happiness,Datasets\ESD\0020\Happy\0020_000744.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001533.wav
Sadness,Datasets\ESD\0013\Sad\0013_001342.wav
Fear,Datasets\CREMA-D\1046_WSI_FEA_XX.wav
Anger,Datasets\ESD\0020\Angry\0020_000638.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001449.wav
Fear,Datasets\TESS\OAF_Fear\OAF_gun_fear.wav
Anger,Datasets\RAVDESS-SONG\Actor_15\03-02-05-01-01-01-15.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000295.wav
Disgust,Datasets\SAVEE\KL\d08.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000277.wav
Fear,Datasets\CREMA-D\1086_IEO_FEA_MD.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000144.wav
Anger,Datasets\ESD\0011\Angry\0011_000480.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001450.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-16-115-04-02-02-12.wav
Happiness,Datasets\CREMA-D\1015_ITH_HAP_XX.wav
Sadness,Datasets\CREMA-D\1085_TAI_SAD_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000137.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-39-54-02-02-02-01.wav
Sadness,Datasets\ESD\0016\Sad\0016_001386.wav
Anger,Datasets\CREMA-D\1028_TIE_ANG_XX.wav
Fear,Datasets\CREMA-D\1013_IEO_FEA_LO.wav
Sadness,Datasets\ESD\0019\Sad\0019_001231.wav
Sadness,Datasets\ESD\0018\Sad\0018_001299.wav
Surprise,Datasets\RAVDESS\Actor_16\03-01-08-01-01-01-16.wav
Happiness,Datasets\ESD\0016\Happy\0016_001013.wav
Disgust,Datasets\CREMA-D\1069_IEO_DIS_LO.wav
Happiness,Datasets\CREMA-D\1025_ITH_HAP_XX.wav
Happiness,Datasets\JL\male1_happy_15a_1.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000107.wav
Happiness,Datasets\JL\male2_happy_2a_2.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-22-118-04-02-02-02.wav
Sadness,Datasets\ESD\0014\Sad\0014_001155.wav
Anger,Datasets\ESD\0013\Angry\0013_000408.wav
Happiness,Datasets\ESD\0013\Happy\0013_000880.wav
Happiness,Datasets\ESD\0011\Happy\0011_001048.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000215.wav
Sadness,Datasets\ESD\0012\Sad\0012_001110.wav
Sadness,Datasets\ESD\0013\Sad\0013_001062.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001453.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001541.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_laud_ps.wav
Fear,Datasets\CREMA-D\1009_TAI_FEA_XX.wav
Happiness,Datasets\ESD\0018\Happy\0018_000992.wav
Happiness,Datasets\TESS\YAF_happy\YAF_kill_happy.wav
Anger,Datasets\ESD\0020\Angry\0020_000516.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000179.wav
Happiness,Datasets\ESD\0017\Happy\0017_000720.wav
Anger,Datasets\ESD\0011\Angry\0011_000650.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001520.wav
Anger,Datasets\RAVDESS-SONG\Actor_15\03-02-05-02-02-02-15.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-02-92-39-03-02-02-01.wav
Fear,Datasets\RAVDESS\Actor_22\03-01-06-02-01-01-22.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_lore_ps.wav
Anger,Datasets\ESD\0011\Angry\0011_000655.wav
Fear,Datasets\CREMA-D\1082_IWL_FEA_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000172.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_vote_disgust.wav
Happiness,Datasets\ESD\0015\Happy\0015_000824.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_ripe_neutral.wav
Neutral,Datasets\RAVDESS\Actor_13\03-01-02-01-02-01-13.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001700.wav
Sadness,Datasets\ESD\0012\Sad\0012_001120.wav
Happiness,Datasets\ESD\0011\Happy\0011_000914.wav
Anger,Datasets\ESD\0011\Angry\0011_000626.wav
Sadness,Datasets\ESD\0014\Sad\0014_001109.wav
Happiness,Datasets\ESD\0019\Happy\0019_000759.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000095.wav
Fear,Datasets\CREMA-D\1021_IEO_FEA_HI.wav
Sadness,Datasets\ESD\0016\Sad\0016_001139.wav
Happiness,Datasets\ESD\0015\Happy\0015_000886.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-10-65-02-02-02.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000302.wav
Anger,Datasets\ESD\0013\Angry\0013_000377.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_bone_ps.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000292.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001573.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-11-28-02-02-02-02.wav
Happiness,Datasets\ASVP\ASVP6\03-01-03-01-03-124-02-02-02.wav
Happiness,Datasets\TESS\OAF_happy\OAF_laud_happy.wav
Happiness,Datasets\RAVDESS-SONG\Actor_21\03-02-03-01-02-01-21.wav
Happiness,Datasets\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_dead_neutral.wav
Anger,Datasets\TESS\YAF_angry\YAF_nag_angry.wav
